City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
London,2012,Fencing,Fencing,"BALDINI, Andrea",ITA,Men,foil team,M,Gold
London,2012,Fencing,Fencing,"CASSARA, Andrea",ITA,Men,foil team,M,Gold
London,2012,Fencing,Fencing,"SALVATORI, Ilaria",ITA,Women,foil team,W,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"FAZEKAS, Krisztina",HUN,Women,K-4 500m (kayak four),W,Gold
London,2012,Cycling,Cycling Track,"VOGEL, Kristina",GER,Women,Team Sprint,W,Gold
London,2012,Cycling,Cycling Track,"WELTE, Miriam",GER,Women,Team Sprint,W,Gold
London,2012,Equestrian,Eventing,"KLIMKE, Ingrid",GER,Unknown,team,X,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"KOKENY, Roland",HUN,Men,C-2 1000m (canoe double),M,Gold
London,2012,Equestrian,Eventing,"SCHRADE, Dirk",GER,Unknown,team,X,Gold
London,2012,Equestrian,Eventing,"THOMSEN, Peter",GER,Unknown,team,X,Gold
London,2012,Athletics,Athletics,"HARTING, Robert",GER,Men,discus throw,M,Gold
London,2012,Athletics,Athletics,"PARS, Krisztian",HUN,Men,hammer throw,M,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"DOMBI, Rudolf",HUN,Men,C-2 1000m (canoe double),M,Gold
London,2012,Rowing,Rowing,"ADAMSKI, Filip",GER,Men,eight with coxswain (8+),M,Gold
London,2012,Rowing,Rowing,"GROHMANN, Tim",GER,Men,quadruple sculls with coxswain (4x),M,Gold
London,2012,Rowing,Rowing,"JOHANNESEN, Eric",GER,Men,eight with coxswain (8+),M,Gold
London,2012,Rowing,Rowing,"KUFFNER, Andreas",GER,Men,eight with coxswain (8+),M,Gold
London,2012,Rowing,Rowing,"MENNIGEN, Florian",GER,Men,eight with coxswain (8+),M,Gold
London,2012,Rowing,Rowing,"MUELLER, Lukas",GER,Men,eight with coxswain (8+),M,Gold
London,2012,Athletics,Athletics,"JAMES, Kirani",GRN,Men,400m,M,Gold
London,2012,Rowing,Rowing,"REINELT, Maximilian",GER,Men,eight with coxswain (8+),M,Gold
London,2012,Rowing,Rowing,"SAUER, Martin",GER,Men,eight with coxswain (8+),M,Gold
London,2012,Rowing,Rowing,"SCHMIDT, Richard",GER,Men,eight with coxswain (8+),M,Gold
London,2012,Rowing,Rowing,"SCHOOF, Lauritz",GER,Men,quadruple sculls with coxswain (4x),M,Gold
London,2012,Rowing,Rowing,"SCHULZE, Karl",GER,Men,quadruple sculls with coxswain (4x),M,Gold
London,2012,Rowing,Rowing,"WENDE, Phillipp",GER,Men,quadruple sculls with coxswain (4x),M,Gold
London,2012,Rowing,Rowing,"WILKE, Kristof",GER,Men,eight with coxswain (8+),M,Gold
London,2012,Volleyball,Beach volley.,"BRINK, Julius",GER,Men,beach volleyball,M,Gold
London,2012,Volleyball,Beach volley.,"RECKERMANN, Jonas",GER,Men,beach volleyball,M,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"KRETSCHMER, Peter",GER,Men,C-2 1000m (canoe double),M,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"KUSCHELA, Kurt",GER,Men,C-2 1000m (canoe double),M,Gold
London,2012,Cycling,Cycling Road,"WIGGINS, Bradley",GBR,Men,individual time trial,M,Gold
London,2012,Athletics,Athletics,"ENNIS, Jessica",GBR,Unknown,heptathlon,X,Gold
London,2012,Equestrian,Jumping,"BRASH, Scott",GBR,Unknown,team,X,Gold
London,2012,Equestrian,Jumping,"CHARLES, Peter",GBR,Unknown,team,X,Gold
London,2012,Aquatics,Swimming,"GYURTA, Daniel",HUN,Men,200m breaststroke,M,Gold
London,2012,Aquatics,Swimming,"RISZTOV, Eva",HUN,Women,marathon 10km,W,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"SZABO, Gabriella",HUN,Women,K-4 500m (kayak four),W,Gold
London,2012,Fencing,Fencing,"SZILAGYI, Aron",HUN,Men,sabre individual,M,Gold
London,2012,Gymnastics,Artistic G.,"BERKI, Krisztian",HUN,Men,pommel horse,M,Gold
London,2012,Weightlifting,Weightlifting,"SALIMIKORDASIABI, Behdad",IRI,Men,+ 105kg,M,Gold
London,2012,Wrestling,Wrestling Gre-R,"SORYAN, REIHANPOUR Hamid Mohammad",IRI,Men,- 55kg,M,Gold
London,2012,Wrestling,Wrestling Gre-R,"NOROOZI, Omid Haji",IRI,Men,- 60kg (featherweight),M,Gold
London,2012,Wrestling,Wrestling Gre-R,"REZAEI, Ghasem Gholamreza",IRI,Men,84 - 96kg,M,Gold
London,2012,Boxing,Boxing,"TAYLOR, Katie",IRL,Women,57 - 60kg (lightweight),W,Gold
London,2012,Shooting,Shooting,"ROSSI, Jessica",ITA,Women,trap (125 targets),W,Gold
London,2012,Taekwondo,Taekwondo,"HWANG, Kyung Sun",KOR,Women,57 - 67 kg,W,Gold
London,2012,Gymnastics,Artistic G.,"YANG, Hak Seon",KOR,Men,vault,M,Gold
London,2012,Judo,Judo,"KIM, Jae-Bum",KOR,Men,73 - 81kg (half-middleweight),M,Gold
London,2012,Wrestling,Wrestling Gre-R,"KIM, Hyeonwoo",KOR,Men,61 - 66kg (lightweight),M,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"MOLMENTI, Daniele",ITA,Men,C-1 1000m (canoe single),M,Gold
London,2012,Archery,Archery,"FRANGILLI, Michele",ITA,Men,team round 60y,M,Gold
London,2012,Archery,Archery,"GALIAZZO, Marco",ITA,Men,team round 60y,M,Gold
London,2012,Archery,Archery,"NESPOLI, Mauro",ITA,Men,team round 60y,M,Gold
London,2012,Taekwondo,Taekwondo,"MOLFETTA, Carlo",ITA,Men,+ 80 kg,M,Gold
London,2012,Cycling,BMX,"STROMBERGS, Maris",LAT,Men,Individual,M,Gold
London,2012,Modern Pentathlon,Modern Pentath.,"ASADAUSKAITE, Laura",LTU,Women,Individual competition,W,Gold
London,2012,Aquatics,Swimming,"MEILUTYTE, Ruta",LTU,Women,100m breaststroke,W,Gold
London,2012,Football,Football,"CORONA, Jose",MEX,Men,football,M,Gold
London,2012,Football,Football,"RODRIGUEZ, Jose",MEX,Men,football,M,Gold
London,2012,Football,Football,"JIMENEZ, Israel",MEX,Men,football,M,Gold
London,2012,Football,Football,"SALCIDO, Carlos",MEX,Men,football,M,Gold
London,2012,Football,Football,"MIER, Hiram",MEX,Men,football,M,Gold
London,2012,Football,Football,"PONCE, Miguel",MEX,Men,football,M,Gold
London,2012,Football,Football,"CHAVEZ, Darvin",MEX,Men,football,M,Gold
London,2012,Football,Football,"AQUINO, Javier",MEX,Men,football,M,Gold
London,2012,Football,Football,"CORTES, Javier",MEX,Men,football,M,Gold
London,2012,Football,Football,"VIDRIO, Nestor",MEX,Men,football,M,Gold
London,2012,Football,Football,"REYES, Diego",MEX,Men,football,M,Gold
London,2012,Football,Football,"ARAUJO, Nestor",MEX,Men,football,M,Gold
London,2012,Football,Football,"HERRERA, Hector",MEX,Men,football,M,Gold
London,2012,Football,Football,"ENRIQUEZ, Jorge",MEX,Men,football,M,Gold
London,2012,Football,Football,"PERALTA, Oribe",MEX,Men,football,M,Gold
London,2012,Football,Football,"DOS SANTOS, Giovani",MEX,Men,football,M,Gold
London,2012,Football,Football,"FABIAN, Marco",MEX,Men,football,M,Gold
London,2012,Football,Football,"JIMENEZ, Raul",MEX,Men,football,M,Gold
London,2012,Cycling,Cycling Road,"VOS, Marianne",NED,Women,individual road race,W,Gold
London,2012,Gymnastics,Artistic G.,"ZONDERLAND, Epke",NED,Men,horizontal bar,M,Gold
London,2012,Hockey,Hockey,"AGLIOTTI, Marilyn",NED,Women,hockey,W,Gold
London,2012,Hockey,Hockey,"VAN AS, Naomi",NED,Women,hockey,W,Gold
London,2012,Hockey,Hockey,"VAN GEFFEN, Margot",NED,Women,hockey,W,Gold
London,2012,Hockey,Hockey,"GODERIE, Maartje",NED,Women,hockey,W,Gold
London,2012,Hockey,Hockey,"DE GOEDE, Eva",NED,Women,hockey,W,Gold
London,2012,Hockey,Hockey,"HOOG, Ellen",NED,Women,hockey,W,Gold
London,2012,Hockey,Hockey,"DE BLAEIJ, Merel",NED,Women,hockey,W,Gold
London,2012,Hockey,Hockey,"DIRKSE, van den HEUVEL Carlien",NED,Women,hockey,W,Gold
London,2012,Hockey,Hockey,"JONKER, Kelly",NED,Women,hockey,W,Gold
London,2012,Hockey,Hockey,"PAUMEN, Maartje",NED,Women,hockey,W,Gold
London,2012,Hockey,Hockey,"POLKAMP, Sophie",NED,Women,hockey,W,Gold
London,2012,Hockey,Hockey,"SOMBROEK, Joyce",NED,Women,hockey,W,Gold
London,2012,Hockey,Hockey,"LAMMERS, Kim",NED,Women,hockey,W,Gold
London,2012,Hockey,Hockey,"VAN MAASAKKER, Caia",NED,Women,hockey,W,Gold
London,2012,Hockey,Hockey,"VAN MALE, Kitty",NED,Women,hockey,W,Gold
London,2012,Hockey,Hockey,"WELTEN, Lidewij",NED,Women,hockey,W,Gold
London,2012,Sailing,Sailing,"VAN RIJSSELBERGE, Dorian",NED,Men,RS:X - Windsurfer,M,Gold
London,2012,Athletics,Athletics,"BAILEY,-COLE Kemar",JAM,Men,4x100m relay,M,Gold
London,2012,Wrestling,Wrestling Free.,"OBARA, Hitomi",JPN,Women,- 48kg (light-flyweight),W,Gold
London,2012,Wrestling,Wrestling Free.,"YONEMITSU, Tatsuhiro",JPN,Men,61 - 66kg (lightweight),M,Gold
London,2012,Wrestling,Wrestling Free.,"YOSHIDA, Saori",JPN,Women,- 55kg,W,Gold
London,2012,Wrestling,Wrestling Free.,"ICHO, Kaori",JPN,Women,57 - 63kg (featherweight),W,Gold
London,2012,Athletics,Athletics,"CARTER, Nesta",JAM,Men,4x100m relay,M,Gold
London,2012,Athletics,Athletics,"FRATER, Michael",JAM,Men,4x100m relay,M,Gold
London,2012,Boxing,Boxing,"MURATA, Ryota",JPN,Men,65.77 - 71.67kg (middleweight),M,Gold
London,2012,Judo,Judo,"MATSUMOTO, Kaori",JPN,Women,52 - 57kg (lightweight),W,Gold
London,2012,Athletics,Athletics,"DEFAR, Meseret",ETH,Women,5000m team,W,Gold
London,2012,Athletics,Athletics,"GELANA, Tiki",ETH,Women,marathon,W,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"ESTANGUET, Tony",FRA,Men,C-1 1000m (canoe single),M,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"FER, Emilie",FRA,Women,C-1 1000m (canoe single),W,Gold
London,2012,Handball,Handball,"ABALO, Luc",FRA,Men,handball,M,Gold
London,2012,Handball,Handball,"ACCAMBRAY, William",FRA,Men,handball,M,Gold
London,2012,Handball,Handball,"BARACHET, Xavier",FRA,Men,handball,M,Gold
London,2012,Handball,Handball,"DINART, Didier",FRA,Men,handball,M,Gold
London,2012,Handball,Handball,"FERNANDEZ, Jerome",FRA,Men,handball,M,Gold
London,2012,Handball,Handball,"GILLE, Bertrand",FRA,Men,handball,M,Gold
London,2012,Handball,Handball,"GILLE, Guillaume",FRA,Men,handball,M,Gold
London,2012,Handball,Handball,"GUIGOU, Michael",FRA,Men,handball,M,Gold
London,2012,Handball,Handball,"HONRUBIA, Samuel",FRA,Men,handball,M,Gold
London,2012,Handball,Handball,"JOLI, Guillaume",FRA,Men,handball,M,Gold
London,2012,Handball,Handball,"KARABATIC, Nikola",FRA,Men,handball,M,Gold
London,2012,Handball,Handball,"KARABOUE, Daouda",FRA,Men,handball,M,Gold
London,2012,Handball,Handball,"NARCISSE, Daniel",FRA,Men,handball,M,Gold
London,2012,Handball,Handball,"OMEYER, Thierry",FRA,Men,handball,M,Gold
London,2012,Handball,Handball,"SORHAINDO, Cedric",FRA,Men,handball,M,Gold
London,2012,Judo,Judo,"DECOSSE, Lucie",FRA,Women,63 - 70kg (half-middleweight),W,Gold
London,2012,Judo,Judo,"RINER, Teddy",FRA,Men,+ 100kg (heavyweight),M,Gold
London,2012,Cycling,Mountain Bike,"BRESSET, Julie",FRA,Women,cross-country,W,Gold
London,2012,Aquatics,Swimming,"JIAO, Liuyang",CHN,Women,200m butterfly,W,Gold
London,2012,Aquatics,Diving,"WANG, Hao",CHN,Women,10m platform,W,Gold
London,2012,Table Tennis,Table Tennis,"LONG, Ma",CHN,Men,team,M,Gold
London,2012,Sailing,Sailing,"ALABAU, NEIRA Marina",ESP,Women,RS:X - Windsurfer,W,Gold
London,2012,Sailing,Sailing,"ECHEGOYEN, DOMINGUEZ Tamara",ESP,Women,6m,W,Gold
London,2012,Sailing,Sailing,"PUMARIEGA, MENENDEZ Angela",ESP,Women,6m,W,Gold
London,2012,Sailing,Sailing,"TORO, PRIETO PUGA Sofia",ESP,Women,6m,W,Gold
London,2012,Gymnastics,Artistic G.,"GUO, Weiyang",CHN,Men,"team, horizontal bar",M,Gold
London,2012,Gymnastics,Artistic G.,"DENG, Linlin",CHN,Women,balance beam,W,Gold
London,2012,Boxing,Boxing,"ZOU, Shiming",CHN,Men,- 48kg (light-flyweight),M,Gold
London,2012,Shooting,Shooting,"YI, Siling",CHN,Women,10m air rifle (40 shots),W,Gold
London,2012,Shooting,Shooting,"GUO, Wenjun",CHN,Women,10m air pistol (40 shots),W,Gold
London,2012,Aquatics,Diving,"LUO, Yutong",CHN,Men,3m springboard,M,Gold
London,2012,Aquatics,Diving,"CAO, Yuan",CHN,Men,10m platform,M,Gold
London,2012,Aquatics,Diving,"ZHANG, Yanquan",CHN,Men,10m platform,M,Gold
London,2012,Weightlifting,Weightlifting,"WANG, Mingjuan",CHN,Women,48kg,W,Gold
London,2012,Weightlifting,Weightlifting,"LI, Xueying",CHN,Women,58kg,W,Gold
London,2012,Weightlifting,Weightlifting,"ZHOU, Lulu",CHN,Women,+ 75kg,W,Gold
London,2012,Weightlifting,Weightlifting,"LIN, Qingfeng",CHN,Men,69kg,M,Gold
London,2012,Weightlifting,Weightlifting,"LU, Xiaojun",CHN,Men,77kg,M,Gold
London,2012,Taekwondo,Taekwondo,"JINGYU, Wu",CHN,Women,- 49 kg,W,Gold
London,2012,Gymnastics,Artistic G.,"ZHANG, Chenglong",CHN,Men,"team, horizontal bar",M,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"BAILLIE, Tim",GBR,Men,C-2 1000m (canoe double),M,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"STOTT, Etienne",GBR,Men,C-2 1000m (canoe double),M,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"MCKEEVER, Ed",GBR,Men,C-1 1000m (canoe single),M,Gold
London,2012,Rowing,Rowing,"COPELAND, Katherine",GBR,Women,lightweight double sculls (2x),W,Gold
London,2012,Rowing,Rowing,"HOSKING, Sophie",GBR,Women,lightweight double sculls (2x),W,Gold
London,2012,Rowing,Rowing,"JAMES, Tom",GBR,Men,four-oared shell with coxswain (4-),M,Gold
London,2012,Rowing,Rowing,"REED, Peter",GBR,Men,four-oared shell with coxswain (4-),M,Gold
London,2012,Sailing,Sailing,"AINSLIE, Ben",GBR,Men,single-handed dinghy (Finn),M,Gold
London,2012,Rowing,Rowing,"STANNING, Heather",GBR,Women,pair-oared shell with coxswain (2+),W,Gold
London,2012,Rowing,Rowing,"WATKINS, Anna",GBR,Women,double sculls (2x),W,Gold
London,2012,Cycling,Cycling Track,"BURKE, Steven",GBR,Men,"1980 yards Pursuit, Team",M,Gold
London,2012,Athletics,Athletics,"BROWNLEE, Alistair",GBR,Men,triathlon (long jump / shot put / 100 yards),M,Gold
London,2012,Boxing,Boxing,"ADAMS, Nicola",GBR,Women,- 51kg (flyweight),W,Gold
London,2012,Boxing,Boxing,"CAMPBELL, Luke",GBR,Men,47.63 - 52.16kg (bantamweight),M,Gold
London,2012,Boxing,Boxing,"JOSHUA, Anthony",GBR,Men,+ 91kg (super heavyweight),M,Gold
London,2012,Taekwondo,Taekwondo,"JONES, Jade",GBR,Women,49 - 57 kg,W,Gold
London,2012,Shooting,Shooting,"WILSON, Peter",GBR,Men,double trap (120 targets),M,Gold
London,2012,Aquatics,Swimming,"MANAUDOU, Florent",FRA,Men,50m freestyle,M,Gold
London,2012,Fencing,Fencing,"LEI, Sheng",CHN,Men,foil individual,M,Gold
London,2012,Fencing,Fencing,"LUO, Xiaojuan",CHN,Women,foil team,W,Gold
London,2012,Fencing,Fencing,"XU, Anqi",CHN,Women,foil team,W,Gold
London,2012,Aquatics,Swimming,"BERNARD, Alain",FRA,Men,4x100m freestyle relay,M,Gold
London,2012,Aquatics,Swimming,"GILOT, Fabien",FRA,Men,4x100m freestyle relay,M,Gold
London,2012,Hockey,Hockey,"DEECKE, Oskar",GER,Men,hockey,M,Gold
London,2012,Hockey,Hockey,"FUCHS, Florian",GER,Men,hockey,M,Gold
London,2012,Hockey,Hockey,"FUERSTE, Moritz",GER,Men,hockey,M,Gold
London,2012,Hockey,Hockey,"HAENER, Martin",GER,Men,hockey,M,Gold
London,2012,Hockey,Hockey,"HAUKE, Tobias",GER,Men,hockey,M,Gold
London,2012,Hockey,Hockey,"KORN, Oliver",GER,Men,hockey,M,Gold
London,2012,Hockey,Hockey,"MUELLER, Maximilian",GER,Men,hockey,M,Gold
London,2012,Hockey,Hockey,"RABENTE, Jan Philipp",GER,Men,hockey,M,Gold
London,2012,Hockey,Hockey,"STRALKOWSKI, Thilo",GER,Men,hockey,M,Gold
London,2012,Hockey,Hockey,"WEINHOLD, Max",GER,Men,hockey,M,Gold
London,2012,Hockey,Hockey,"WESLEY, Christopher",GER,Men,hockey,M,Gold
London,2012,Hockey,Hockey,"WESS, Timo",GER,Men,hockey,M,Gold
London,2012,Hockey,Hockey,"WESS, Benjamin",GER,Men,hockey,M,Gold
London,2012,Hockey,Hockey,"WITTHAUS, Matthias",GER,Men,hockey,M,Gold
London,2012,Hockey,Hockey,"ZELLER, Philipp",GER,Men,hockey,M,Gold
London,2012,Hockey,Hockey,"ZELLER, Christopher",GER,Men,hockey,M,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"BRENDEL, Sebastian",GER,Men,C-1 1000m (canoe single),M,Gold
London,2012,Equestrian,Dressage,"HESTER, Carl",GBR,Unknown,team,X,Gold
London,2012,Equestrian,Jumping,"MAHER, Ben",GBR,Unknown,team,X,Gold
London,2012,Equestrian,Jumping,"SKELTON, Nick",GBR,Unknown,team,X,Gold
London,2012,Rowing,Rowing,"GRAINGER, Katherine",GBR,Women,double sculls (2x),W,Gold
London,2012,Rowing,Rowing,"GREGORY, Alex",GBR,Men,four-oared shell with coxswain (4-),M,Gold
London,2012,Cycling,Cycling Track,"KENNAUGH, Peter",GBR,Men,"1980 yards Pursuit, Team",M,Gold
London,2012,Athletics,Athletics,"RUTHERFORD, Greg",GBR,Men,long jump,M,Gold
London,2012,Rowing,Rowing,"TRIGGS, HODGE Andrew",GBR,Men,four-oared shell with coxswain (4-),M,Gold
London,2012,Cycling,Cycling Track,"HINDES, Philip",GBR,Men,Team Sprint,M,Gold
London,2012,Judo,Judo,"SHAVDATUASHVILI, Lasha",GEO,Men,61 - 66kg (middleweight),M,Gold
London,2012,Rowing,Rowing,"GLOVER, Helen",GBR,Women,pair-oared shell with coxswain (2+),W,Gold
London,2012,Cycling,Cycling Track,"KING, Dani",GBR,Women,"1980 yards Pursuit, Team",W,Gold
London,2012,Athletics,Athletics,"LAVILLENIE, Renaud",FRA,Men,pole vault,M,Gold
London,2012,Judo,Judo,"MENEZES, Sarah",BRA,Women,- 48kg (extra-lightweight),W,Gold
London,2012,Volleyball,Volleyball,"SILVA, Adenizia",BRA,Women,volleyball,W,Gold
London,2012,Volleyball,Volleyball,"LINS, Danielle",BRA,Women,volleyball,W,Gold
London,2012,Volleyball,Volleyball,"OLIVEIRA, Fabiana",BRA,Women,volleyball,W,Gold
London,2012,Volleyball,Volleyball,"CLAUDINO, Fabiana",BRA,Women,volleyball,W,Gold
London,2012,Volleyball,Volleyball,"RODRIGUES, Fernanda",BRA,Women,volleyball,W,Gold
London,2012,Volleyball,Volleyball,"PEREIRA, Natalia",BRA,Women,volleyball,W,Gold
London,2012,Volleyball,Volleyball,"PEQUENO, Paula",BRA,Women,volleyball,W,Gold
London,2012,Volleyball,Volleyball,"CASTRO, Sheilla",BRA,Women,volleyball,W,Gold
London,2012,Volleyball,Volleyball,"MENEZES, Thaisa",BRA,Women,volleyball,W,Gold
London,2012,Volleyball,Volleyball,"CARVALHO, Jaqueline",BRA,Women,volleyball,W,Gold
London,2012,Volleyball,Volleyball,"CAIXETA, Tandara",BRA,Women,volleyball,W,Gold
London,2012,Cycling,Cycling Track,"ROWSELL, Joanna",GBR,Women,"1980 yards Pursuit, Team",W,Gold
London,2012,Cycling,Cycling Track,"THOMAS, Geraint",GBR,Men,"1980 yards Pursuit, Team",M,Gold
London,2012,Gymnastics,Artistic G.,"NABARRETE, ZANETTI Arthur",BRA,Men,rings,M,Gold
London,2012,Volleyball,Volleyball,"FERREIRA, Fernanda",BRA,Women,volleyball,W,Gold
London,2012,Gymnastics,Trampoline,"MACLENNAN, Rosannagh",CAN,Women,individual,W,Gold
London,2012,Sailing,Sailing,"XU, Lijia",CHN,Women,Laser Radial - One Person Dinghy,W,Gold
London,2012,Sailing,Sailing,"BELCHER, Mathew",AUS,Men,470 - Two Person Dinghy,M,Gold
London,2012,Sailing,Sailing,"JENSEN, Iain",AUS,Men,49er - Skiff,M,Gold
London,2012,Sailing,Sailing,"PAGE, Malcolm",AUS,Men,470 - Two Person Dinghy,M,Gold
London,2012,Sailing,Sailing,"SLINGSBY, Tom",AUS,Men,single-handed dinghy open (Laser),M,Gold
London,2012,Athletics,Athletics,"PEARSON, Sally",AUS,Women,100m hurdles,W,Gold
London,2012,Athletics,Athletics,"MAKHLOUFI, Taoufik",ALG,Men,1500m,M,Gold
London,2012,Taekwondo,Taekwondo,"CRISMANICH, Sebastian Eduardo",ARG,Men,68 - 80 kg,M,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"CLEAR, Jacob",AUS,Men,K-4 1000m (kayak four),M,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"SMITH, Dave",AUS,Men,K-4 1000m (kayak four),M,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"SMITH, Tate",AUS,Men,K-4 1000m (kayak four),M,Gold
London,2012,Canoe / Kayak,Canoe / Kayak F,"STEWART, Murray",AUS,Men,K-4 1000m (kayak four),M,Gold
London,2012,Athletics,Athletics,"CHEN, Ding",CHN,Men,20km walk,M,Gold
London,2012,Fencing,Fencing,"LI, Na",CHN,Women,foil team,W,Gold
London,2012,Athletics,Athletics,"PERKOVIC, Sandra",CRO,Women,discus throw,W,Gold
London,2012,Shooting,Shooting,"CERNOGORAZ, Giovanni",CRO,Men,trap (125 targets),M,Gold
London,2012,Aquatics,Water polo,"BARAC, Samir",CRO,Men,water polo,M,Gold
London,2012,Aquatics,Water polo,"PAVIC, Josip",CRO,Men,water polo,M,Gold
London,2012,Aquatics,Water polo,"BULJUBASIC, Ivan",CRO,Men,water polo,M,Gold
London,2012,Aquatics,Water polo,"JOKOVIC, Maro",CRO,Men,water polo,M,Gold
London,2012,Aquatics,Water polo,"MUSLIM, Petar",CRO,Men,water polo,M,Gold
London,2012,Aquatics,Water polo,"BOSKOVIC, Miho",CRO,Men,water polo,M,Gold
London,2012,Aquatics,Water polo,"BUSLJE, Andro",CRO,Men,water polo,M,Gold
London,2012,Aquatics,Water polo,"OBRADOVIC, Paulo",CRO,Men,water polo,M,Gold
London,2012,Aquatics,Water polo,"SUKNO, Sandro",CRO,Men,water polo,M,Gold
London,2012,Aquatics,Water polo,"DOBUD, Niksa",CRO,Men,water polo,M,Gold
London,2012,Aquatics,Water polo,"VICAN, Frano",CRO,Men,water polo,M,Gold
London,2012,Aquatics,Water polo,"BURIC, Damir",CRO,Men,water polo,M,Gold
London,2012,Aquatics,Water polo,"HINIC, Igor",CRO,Men,water polo,M,Gold
London,2012,Badminton,Badminton,"LI, Xuerui",CHN,Women,singles,W,Gold
London,2012,Cycling,BMX,"PAJON, Mariana",COL,Women,Individual,W,Gold
London,2012,Wrestling,Wrestling Gre-R,"LOPEZ, NUNEZ Mijain",CUB,Men,96 - 120kg,M,Gold
London,2012,Judo,Judo,"ORTIZ, Idalys",CUB,Women,+ 78kg (heavyweight),W,Gold
London,2012,Boxing,Boxing,"IGLESIAS, SOTOLONGO Roniel",CUB,Men,60 - 63.5kg (light-welterweight),M,Gold
London,2012,Shooting,Shooting,"PUPO, Leuris",CUB,Men,25m rapid fire pistol (60 shots),M,Gold
London,2012,Boxing,Boxing,"RAMIREZ, CARRAZANA Robeisy",CUB,Men,- 47.63kg (flyweight),M,Gold
London,2012,Modern Pentathlon,Modern Pentath.,"SVOBODA, David",CZE,Men,Individual competition,M,Gold
London,2012,Athletics,Athletics,"SPOTAKOVA, Barbora",CZE,Women,javelin throw,W,Gold
London,2012,Rowing,Rowing,"KNAPKOVA, Miroslava",CZE,Women,single sculls (1x),W,Gold
London,2012,Cycling,Mountain Bike,"KULHAVY, Jaroslav",CZE,Men,cross-country,M,Gold
London,2012,Rowing,Rowing,"RASMUSSEN, Mads",DEN,Men,lightweight double sculls (2x),M,Gold
London,2012,Rowing,Rowing,"QUIST, Rasmus",DEN,Men,lightweight double sculls (2x),M,Gold
London,2012,Athletics,Athletics,"SANCHEZ, Felix",DOM,Men,400m hurdles,M,Gold
London,2012,Cycling,Cycling Track,"HANSEN, Lasse Norman",DEN,Men,12-hour race,M,Gold
London,2012,Taekwondo,Taekwondo,"GONZALEZ, BONILLA Joel",ESP,Men,- 58 kg,M,Gold
London,2012,Aquatics,Swimming,"TRICKETT, Libby",AUS,Women,4x100m freestyle relay,W,Gold
London,2012,Sailing,Sailing,"OUTTERIDGE, Nathan",AUS,Men,49er - Skiff,M,Gold
London,2012,Wrestling,Wrestling Free.,"ASGAROV, Toghrul",AZE,Men,- 60kg (featherweight),M,Gold
London,2012,Wrestling,Wrestling Free.,"SHARIFOV, Sharif",AZE,Men,74 - 84kg,M,Gold
London,2012,Shooting,Shooting,"MARTYNOV, Sergei",BLR,Men,50m rifle prone (60 shots),M,Gold
London,2012,Athletics,Athletics,"BROWN, Chris",BAH,Men,4x400m relay,M,Gold
London,2012,Athletics,Athletics,"MATHIEU, Michael",BAH,Men,4x400m relay,M,Gold
London,2012,Athletics,Athletics,"MILLER, Ramon",BAH,Men,4x400m relay,M,Gold
London,2012,Athletics,Athletics,"PINDER, Demetrius",BAH,Men,4x400m relay,M,Gold
London,2012,Badminton,Badminton,"TIAN, Qing",CHN,Women,doubles,W,Gold
London,2012,Gymnastics,Trampoline,"DONG, Dong",CHN,Men,individual,M,Gold
London,2012,Table Tennis,Table Tennis,"GUO, Yue",CHN,Women,team,W,Gold
London,2012,Badminton,Badminton,"DAN, Lin",CHN,Men,singles,M,Gold
London,2012,Badminton,Badminton,"CAI, Yun",CHN,Men,doubles,M,Gold
London,2012,Badminton,Badminton,"FU, Haifeng",CHN,Men,doubles,M,Gold
London,2012,Badminton,Badminton,"ZHANG, Nan",CHN,Unknown,doubles,X,Gold
London,2012,Aquatics,Swimming,"KUKLA, Yolane",AUS,Women,4x100m freestyle relay,W,Gold
London,2012,Tennis,Tennis,"MIRNYI, Max",BLR,Unknown,mixed doubles,X,Gold
London,2012,Aquatics,Swimming,"CAMPBELL, Cate",AUS,Women,4x100m freestyle relay,W,Gold
London,2012,Football,Football,"BARNHART, Nicole",USA,Women,football,W,Gold
London,2012,Aquatics,Swimming,"LARSON, Breeja",USA,Women,4x100m medley relay,W,Gold
London,2012,Wrestling,Wrestling Free.,"BURROUGHS, Jordan Ernest",USA,Men,68 - 74kg (welterweight),M,Gold
