City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
London,2012,Shooting,Shooting,"KUMAR, Vijay",IND,Men,25m rapid fire pistol (60 shots),M,Silver
London,2012,Judo,Judo,"UNGVARI, Miklos",HUN,Men,61 - 66kg (middleweight),M,Silver
London,2012,Weightlifting,Weightlifting,"TRIYATNO, Triyatno",INA,Men,69kg,M,Silver
London,2012,Wrestling,Wrestling Free.,"KUMAR, Sushil",IND,Men,61 - 66kg (lightweight),M,Silver
London,2012,Athletics,Athletics,"JEPTOO, Priscah",KEN,Women,marathon,W,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"TOTH, David",HUN,Men,K-4 1000m (kayak four),M,Silver
London,2012,Wrestling,Wrestling Gre-R,"LORINCZ, Tamas",HUN,Men,61 - 66kg (lightweight),M,Silver
London,2012,Equestrian,Eventing,"COOK, Kristina",GBR,Unknown,team,X,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"KULIFAI, Tamas",HUN,Men,K-4 1000m (kayak four),M,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"PAUMAN, Daniel",HUN,Men,K-4 1000m (kayak four),M,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"LEONHARDT, Carolin",GER,Women,K-4 500m (kayak four),W,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"TASIADIS, Sideris",GER,Men,C-1 1000m (canoe single),M,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"WAGNER,-AUGUSTIN Katrin",GER,Women,K-4 500m (kayak four),W,Silver
London,2012,Gymnastics,Artistic G.,"HAMBUCHEN, Fabian",GER,Men,horizontal bar,M,Silver
London,2012,Cycling,Cycling Road,"ARNDT, Judith",GER,Women,individual time trial,W,Silver
London,2012,Rowing,Rowing,"RICHTER, Julia",GER,Women,quadruple sculls with coxswain (4x),W,Silver
London,2012,Athletics,Athletics,"BARRONDO, Erick",GUA,Men,20km walk,M,Silver
London,2012,Rowing,Rowing,"OPPELT, Britta",GER,Women,quadruple sculls with coxswain (4x),W,Silver
London,2012,Rowing,Rowing,"BAER, Carina",GER,Women,quadruple sculls with coxswain (4x),W,Silver
London,2012,Athletics,Athletics,"STORL, David",GER,Men,shot put,M,Silver
London,2012,Aquatics,Swimming,"LURZ, Thomas",GER,Men,marathon 10km,M,Silver
London,2012,Rowing,Rowing,"THIELE, Annekatrin",GER,Women,quadruple sculls with coxswain (4x),W,Silver
London,2012,Athletics,Athletics,"OBERGFOLL, Christina",GER,Women,javelin throw,W,Silver
London,2012,Athletics,Athletics,"OTTO, Bjorn",GER,Men,pole vault,M,Silver
London,2012,Athletics,Athletics,"SCHWARZKOPF, Lilli",GER,Unknown,heptathlon,X,Silver
London,2012,Equestrian,Dressage,"SPREHE, Kristina",GER,Unknown,team,X,Silver
London,2012,Cycling,Cycling Road,"MARTIN, Tony",GER,Men,individual time trial,M,Silver
London,2012,Cycling,Mountain Bike,"SPITZ, Sabine",GER,Women,cross-country,W,Silver
London,2012,Equestrian,Dressage,"LANGEHANENBERG, Helen",GER,Unknown,team,X,Silver
London,2012,Equestrian,Dressage,"SCHNEIDER, Dorothee",GER,Unknown,team,X,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"KAMMERER, Zoltan",HUN,Men,K-4 1000m (kayak four),M,Silver
London,2012,Shooting,Shooting,"TESCONI, Luca",ITA,Men,10m air pistol (40 shots),M,Silver
London,2012,Aquatics,Swimming,"KITAJIMA, Kosuke",JPN,Men,4x100m medley relay,M,Silver
London,2012,Aquatics,Swimming,"DEKKER, Inge",NED,Women,4x100m freestyle relay,W,Silver
London,2012,Aquatics,Swimming,"HEEMSKERK, Femke",NED,Women,4x100m freestyle relay,W,Silver
London,2012,Boxing,Boxing,"HAN, Soonchul",KOR,Men,57 - 60kg (lightweight),M,Silver
London,2012,Table Tennis,Table Tennis,"JOO, Saehyuk",KOR,Men,team,M,Silver
London,2012,Table Tennis,Table Tennis,"OH, Sangeun",KOR,Men,team,M,Silver
London,2012,Table Tennis,Table Tennis,"RYU, Seungmin",KOR,Men,team,M,Silver
London,2012,Equestrian,Jumping,"VAN DER VLEUTEN, Maikel",NED,Unknown,team,X,Silver
London,2012,Equestrian,Jumping,"VRIELING, Jur",NED,Unknown,team,X,Silver
London,2012,Fencing,Fencing,"SHIN, A Lam",KOR,Women,foil team,W,Silver
London,2012,Fencing,Fencing,"CHOI, Injeong",KOR,Women,foil team,W,Silver
London,2012,Fencing,Fencing,"CHOI, Eunsook",KOR,Women,foil team,W,Silver
London,2012,Fencing,Fencing,"JUNG, Hyojung",KOR,Women,foil team,W,Silver
London,2012,Boxing,Boxing,"NIYAZYMBETOV, Adilbek",KAZ,Men,75 - 81kg (light-heavyweight),M,Silver
London,2012,Athletics,Athletics,"KIRUI, Abel",KEN,Men,marathon,M,Silver
London,2012,Shooting,Shooting,"KIM, Jonghyun",KOR,Men,50m rifle 3 positions (3x40 shots),M,Silver
London,2012,Judo,Judo,"DUMITRU, Alina",ROU,Women,- 48kg (extra-lightweight),W,Silver
London,2012,Judo,Judo,"CAPRIORIU, Corina",ROU,Women,52 - 57kg (lightweight),W,Silver
London,2012,Athletics,Athletics,"KIPYEGO, Sally Jepkosgei",KEN,Women,10miles walk (16093m),W,Silver
London,2012,Wrestling,Wrestling Free.,"ESPINAL, Jaime Yusept",PUR,Men,74 - 84kg,M,Silver
London,2012,Fencing,Fencing,"SIRITEANU, Alexandru",ROU,Men,sabre team,M,Silver
London,2012,Fencing,Fencing,"ZALOMIR, Florin",ROU,Men,sabre team,M,Silver
London,2012,Weightlifting,Weightlifting,"COCOS, Roxana Daniela",ROU,Women,69kg,W,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"SILVA, Emanuel",POR,Men,C-2 1000m (canoe double),M,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"PIMENTA, Fernando",POR,Men,C-2 1000m (canoe double),M,Silver
London,2012,Sailing,Sailing,"WHITTY, Lucinda",AUS,Women,6m,W,Silver
London,2012,Sailing,Sailing,"PRICE, Olivia",AUS,Women,6m,W,Silver
London,2012,Aquatics,Swimming,"BAINBRIDGE, Angie",AUS,Women,4x200m freestyle relay,W,Silver
London,2012,Rowing,Rowing,"CHAPMAN, James",AUS,Men,four-oared shell with coxswain (4-),M,Silver
London,2012,Sailing,Sailing,"CURTIS, Nina",AUS,Women,6m,W,Silver
London,2012,Rowing,Rowing,"PRATLEY, Brooke",AUS,Women,double sculls (2x),W,Silver
London,2012,Rowing,Rowing,"TAIT, Sarah",AUS,Women,pair-oared shell with coxswain (2+),W,Silver
London,2012,Rowing,Rowing,"GINN, Drew",AUS,Men,four-oared shell with coxswain (4-),M,Silver
London,2012,Rowing,Rowing,"HORNSEY, Kate",AUS,Women,pair-oared shell with coxswain (2+),W,Silver
London,2012,Rowing,Rowing,"LOCKWOOD, William",AUS,Men,four-oared shell with coxswain (4-),M,Silver
London,2012,Hockey,Hockey,"AYMAR, Luciana",ARG,Women,hockey,W,Silver
London,2012,Hockey,Hockey,"RODRIGUEZ, PEREZ Macarena",ARG,Women,hockey,W,Silver
London,2012,Hockey,Hockey,"DEL COLLE, Laura",ARG,Women,hockey,W,Silver
London,2012,Hockey,Hockey,"BARRIONUEVO, Noel",ARG,Women,hockey,W,Silver
London,2012,Hockey,Hockey,"LUCHETTI, Rosario",ARG,Women,hockey,W,Silver
London,2012,Hockey,Hockey,"MACCARI, Sofia",ARG,Women,hockey,W,Silver
London,2012,Hockey,Hockey,"REBECCHI, Carla",ARG,Women,hockey,W,Silver
London,2012,Hockey,Hockey,"MUTIO, Florencia",ARG,Women,hockey,W,Silver
London,2012,Hockey,Hockey,"D,'ELIA Silvina",ARG,Women,hockey,W,Silver
London,2012,Hockey,Hockey,"SCARONE, Mariela",ARG,Women,hockey,W,Silver
London,2012,Hockey,Hockey,"SRUOGA, Daniela",ARG,Women,hockey,W,Silver
London,2012,Hockey,Hockey,"SANCHEZ, MOCCIA Rocio",ARG,Women,hockey,W,Silver
London,2012,Hockey,Hockey,"MERINO, Delfina",ARG,Women,hockey,W,Silver
London,2012,Hockey,Hockey,"CAVALLERO, Martina",ARG,Women,hockey,W,Silver
London,2012,Hockey,Hockey,"SRUOGA, Josefina",ARG,Women,hockey,W,Silver
London,2012,Hockey,Hockey,"HABIF, Florencia",ARG,Women,hockey,W,Silver
London,2012,Rowing,Rowing,"DUNKLEY,-SMITH Joshua",AUS,Men,four-oared shell with coxswain (4-),M,Silver
London,2012,Rowing,Rowing,"PRICE, Brian",CAN,Men,eight with coxswain (8+),M,Silver
London,2012,Boxing,Boxing,"FALCAO, FLORENTINO Esquiva",BRA,Men,65.77 - 71.67kg (middleweight),M,Silver
London,2012,Rowing,Rowing,"HOWARD, Malcolm",CAN,Men,eight with coxswain (8+),M,Silver
London,2012,Wrestling,Wrestling Free.,"VERBEEK, Tonya Lynn",CAN,Women,- 55kg,W,Silver
London,2012,Rowing,Rowing,"CSIMA, Douglas",CAN,Men,eight with coxswain (8+),M,Silver
London,2012,Rowing,Rowing,"MASTRACCI, Natalie",CAN,Women,eight with coxswain (8+),W,Silver
London,2012,Cycling,Cycling Track,"O,'SHEA Glenn",AUS,Men,"1980 yards Pursuit, Team",M,Silver
London,2012,Cycling,BMX,"WILLOUGHBY, Sam",AUS,Men,Individual,M,Silver
London,2012,Cycling,Cycling Track,"BOBRIDGE, Jack",AUS,Men,"1980 yards Pursuit, Team",M,Silver
London,2012,Cycling,Cycling Track,"DENNIS, Rohan",AUS,Men,"1980 yards Pursuit, Team",M,Silver
London,2012,Cycling,Cycling Track,"HEPBURN, Michael",AUS,Men,"1980 yards Pursuit, Team",M,Silver
London,2012,Rowing,Rowing,"MARQUARDT, Darcy",CAN,Women,eight with coxswain (8+),W,Silver
London,2012,Rowing,Rowing,"MORIN, Andreanne",CAN,Women,eight with coxswain (8+),W,Silver
London,2012,Rowing,Rowing,"THOMPSON,-WILLIE Lesley",CAN,Women,eight with coxswain (8+),W,Silver
London,2012,Rowing,Rowing,"VIINBERG, Rachelle",CAN,Women,eight with coxswain (8+),W,Silver
London,2012,Rowing,Rowing,"WILKINSON, Lauren",CAN,Women,eight with coxswain (8+),W,Silver
London,2012,Rowing,Rowing,"BERGEN, Gabriel",CAN,Men,eight with coxswain (8+),M,Silver
London,2012,Rowing,Rowing,"BROWN, Jeremiah",CAN,Men,eight with coxswain (8+),M,Silver
London,2012,Rowing,Rowing,"BRZOZOWICZ, Ashley",CAN,Women,eight with coxswain (8+),W,Silver
London,2012,Rowing,Rowing,"BYRNES, Andrew",CAN,Men,eight with coxswain (8+),M,Silver
London,2012,Aquatics,Swimming,"COCHRANE, Ryan",CAN,Men,1500m freestyle,M,Silver
London,2012,Rowing,Rowing,"CROTHERS, Will",CAN,Men,eight with coxswain (8+),M,Silver
London,2012,Rowing,Rowing,"GIBSON, Rob",CAN,Men,eight with coxswain (8+),M,Silver
London,2012,Rowing,Rowing,"GULOIEN, Krista",CAN,Women,eight with coxswain (8+),W,Silver
London,2012,Rowing,Rowing,"HANSON, Janine",CAN,Women,eight with coxswain (8+),W,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"VAN KOEVERDEN, Adam",CAN,Men,C-1 1000m (canoe single),M,Silver
London,2012,Wrestling,Wrestling Free.,"HRISTOVA, Stanka Zlateva",BUL,Women,66 - 72kg (welterweight),W,Silver
London,2012,Aquatics,Swimming,"PEREIRA, Thiago",BRA,Men,400m individual medley,M,Silver
London,2012,Football,Football,"THIAGO, SILVA",BRA,Men,football,M,Silver
London,2012,Football,Football,MARCELO,BRA,Men,football,M,Silver
London,2012,Football,Football,"ALEX, SANDRO",BRA,Men,football,M,Silver
London,2012,Football,Football,SANDRO,BRA,Men,football,M,Silver
London,2012,Football,Football,GANSO,BRA,Men,football,M,Silver
London,2012,Football,Football,HULK,BRA,Men,football,M,Silver
London,2012,Football,Football,"LEANDRO, DAMIAO",BRA,Men,football,M,Silver
London,2012,Football,Football,LUCAS,BRA,Men,football,M,Silver
London,2012,Football,Football,NEYMAR,BRA,Men,football,M,Silver
London,2012,Football,Football,"JUAN, JESUS",BRA,Men,football,M,Silver
London,2012,Football,Football,OSCAR,BRA,Men,football,M,Silver
London,2012,Football,Football,ROMULO,BRA,Men,football,M,Silver
London,2012,Football,Football,NETO,BRA,Men,football,M,Silver
London,2012,Football,Football,RAFAEL,BRA,Men,football,M,Silver
London,2012,Football,Football,"ALEXANDRE, PATO",BRA,Men,football,M,Silver
London,2012,Football,Football,GABRIEL,BRA,Men,football,M,Silver
London,2012,Football,Football,DANILO,BRA,Men,football,M,Silver
London,2012,Football,Football,"BRUNO, UVINI",BRA,Men,football,M,Silver
London,2012,Volleyball,Volleyball,"REZENDE, Bruno",BRA,Men,volleyball,M,Silver
London,2012,Volleyball,Volleyball,"VISSOTTO, NEVES Leandro",BRA,Men,volleyball,M,Silver
London,2012,Volleyball,Volleyball,"SAATKAMP, Lucas",BRA,Men,volleyball,M,Silver
London,2012,Volleyball,Volleyball,"GARCIA, Ricardo",BRA,Men,volleyball,M,Silver
London,2012,Volleyball,Volleyball,"SANTOS, Sergio",BRA,Men,volleyball,M,Silver
London,2012,Volleyball,Volleyball,"DOS SANTOS, JUNIOR Sidnei",BRA,Men,volleyball,M,Silver
London,2012,Volleyball,Volleyball,"ALVES, Thiago Soares",BRA,Men,volleyball,M,Silver
London,2012,Volleyball,Volleyball,"DE SOUZA, Wallace",BRA,Men,volleyball,M,Silver
London,2012,Volleyball,Volleyball,"AMARAL, Dante",BRA,Men,volleyball,M,Silver
London,2012,Volleyball,Volleyball,"GODOY, FILHO Gilberto",BRA,Men,volleyball,M,Silver
London,2012,Volleyball,Volleyball,"ENDRES, Murilo",BRA,Men,volleyball,M,Silver
London,2012,Volleyball,Volleyball,"SANTANA, Rodrigo",BRA,Men,volleyball,M,Silver
London,2012,Volleyball,Beach volley.,"CERUTTI, Alison",BRA,Men,beach volleyball,M,Silver
London,2012,Volleyball,Beach volley.,"REGO, Emanuel",BRA,Men,beach volleyball,M,Silver
London,2012,Athletics,Athletics,"MEKHISSI,-BENABBAD Mahiedine",FRA,Men,3000m steeplechase,M,Silver
London,2012,Taekwondo,Taekwondo,"OBAME, Anthony",GAB,Men,+ 80 kg,M,Silver
London,2012,Athletics,Athletics,"AMOS, Nijel",BOT,Men,800m,M,Silver
London,2012,Aquatics,Swimming,"JAMIESON, Michael",GBR,Men,200m breaststroke,M,Silver
London,2012,Modern Pentathlon,Modern Pentath.,"MURRAY, Samantha",GBR,Women,Individual competition,W,Silver
London,2012,Athletics,Athletics,"OHURUOGU, Christine",GBR,Women,400m,W,Silver
London,2012,Judo,Judo,"GIBBONS, Gemma",GBR,Women,71 - 78kg (half-middleweight),W,Silver
London,2012,Wrestling,Wrestling Free.,"MODZMANASHVILI, Davit",GEO,Men,96 - 120kg,M,Silver
London,2012,Tennis,Tennis,"ROBSON, Laura",GBR,Unknown,mixed doubles,X,Silver
London,2012,Rowing,Rowing,"PURCHASE, Zac",GBR,Men,lightweight double sculls (2x),M,Silver
London,2012,Cycling,Cycling Road,"ARMITSTEAD, Lizzie",GBR,Women,individual road race,W,Silver
London,2012,Wrestling,Wrestling Free.,"KHINCHEGASHVILI, Vladimer",GEO,Men,- 55kg,M,Silver
London,2012,Wrestling,Wrestling Gre-R,"LASHKHI, Revaz",GEO,Men,- 60kg (featherweight),M,Silver
London,2012,Equestrian,Eventing,"WILSON, Nicola",GBR,Unknown,team,X,Silver
London,2012,Equestrian,Eventing,"PHILLIPS, Zara",GBR,Unknown,team,X,Silver
London,2012,Equestrian,Eventing,"KING, Mary",GBR,Unknown,team,X,Silver
London,2012,Equestrian,Eventing,"FOX, - PITT William",GBR,Unknown,team,X,Silver
London,2012,Judo,Judo,"BISCHOF, Ole",GER,Men,73 - 81kg (half-middleweight),M,Silver
London,2012,Judo,Judo,"THIELE, Kerstin",GER,Women,63 - 70kg (half-middleweight),W,Silver
London,2012,Fencing,Fencing,"HEIDEMANN, Britta",GER,Women,foil individual,W,Silver
London,2012,Aquatics,Swimming,"WU, Yiwen",CHN,Women,100m freestyle,W,Silver
London,2012,Aquatics,Swimming,"SUN, Wenyan",CHN,Women,100m freestyle,W,Silver
London,2012,Aquatics,Swimming,"JIANG, Wenwen",CHN,Women,100m freestyle,W,Silver
London,2012,Aquatics,Swimming,"JIANG, Tingting",CHN,Women,100m freestyle,W,Silver
London,2012,Aquatics,Swimming,"CHANG, Si",CHN,Women,100m freestyle,W,Silver
London,2012,Aquatics,Swimming,"CHEN, Xiaojun",CHN,Women,100m freestyle,W,Silver
London,2012,Aquatics,Swimming,"MALLET, Gregory",FRA,Men,4x200m freestyle relay,M,Silver
London,2012,Boxing,Boxing,"EVANS, Fred",GBR,Men,61.24 - 65.77kg (welterweight),M,Silver
London,2012,Rowing,Rowing,"WILLIAMS, Rob",GBR,Men,lightweight coxless four (4-),M,Silver
London,2012,Sailing,Sailing,"BITHELL, Stuart",GBR,Men,470 - Two Person Dinghy,M,Silver
London,2012,Sailing,Sailing,"CLARK, Saskia",GBR,Women,470 - Two Person Dinghy,W,Silver
London,2012,Sailing,Sailing,"DEMPSEY, Nick",GBR,Men,RS:X - Windsurfer,M,Silver
London,2012,Sailing,Sailing,"MILLS, Hannah",GBR,Women,470 - Two Person Dinghy,W,Silver
London,2012,Sailing,Sailing,"PATIENCE, Luke",GBR,Men,470 - Two Person Dinghy,M,Silver
London,2012,Sailing,Sailing,"PERCY, Iain",GBR,Men,two-person keelboat open (Star),M,Silver
London,2012,Sailing,Sailing,"SIMPSON, Andrew",GBR,Men,two-person keelboat open (Star),M,Silver
London,2012,Rowing,Rowing,"HUNTER, Mark",GBR,Men,lightweight double sculls (2x),M,Silver
London,2012,Rowing,Rowing,"BARTLEY, Chris",GBR,Men,lightweight coxless four (4-),M,Silver
London,2012,Rowing,Rowing,"CHAMBERS, Peter",GBR,Men,lightweight coxless four (4-),M,Silver
London,2012,Rowing,Rowing,"CHAMBERS, Richard",GBR,Men,lightweight coxless four (4-),M,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"FLORENCE, David",GBR,Men,C-2 1000m (canoe double),M,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"HOUNSLOW, Richard",GBR,Men,C-2 1000m (canoe double),M,Silver
London,2012,Taekwondo,Taekwondo,"HOU, Yuzhuo",CHN,Women,49 - 57 kg,W,Silver
London,2012,Weightlifting,Weightlifting,"LU, Haojie",CHN,Men,77kg,M,Silver
London,2012,Rowing,Rowing,"HUANG, Wenyi",CHN,Women,lightweight double sculls (2x),W,Silver
London,2012,Rowing,Rowing,"XU, Dongxiang",CHN,Women,lightweight double sculls (2x),W,Silver
London,2012,Aquatics,Diving,"QIU, Bo",CHN,Men,10m platform,M,Silver
London,2012,Archery,Archery,"CHENG, Ming",CHN,Women,team round 60y,W,Silver
London,2012,Archery,Archery,"FANG, Yuting",CHN,Women,team round 60y,W,Silver
London,2012,Archery,Archery,"XU, Jing",CHN,Women,team round 60y,W,Silver
London,2012,Weightlifting,Weightlifting,"WU, Jingbiao",CHN,Men,"- 56kg, total (bantamweight)",M,Silver
London,2012,Shooting,Shooting,"CHEN, Ying",CHN,Women,25m army pistol,W,Silver
London,2012,Shooting,Shooting,"WEI, Ning",CHN,Women,skeet (125 targets),W,Silver
London,2012,Boxing,Boxing,"REN, Cancan",CHN,Women,- 51kg (flyweight),W,Silver
London,2012,Gymnastics,Artistic G.,"SUI, Lu",CHN,Women,balance beam,W,Silver
London,2012,Gymnastics,Artistic G.,"HE, Kexin",CHN,Women,uneven bars,W,Silver
London,2012,Aquatics,Swimming,"FUJII, Takuro",JPN,Men,4x100m medley relay,M,Silver
London,2012,Athletics,Athletics,"GEBREMESKEL, Dejen",ETH,Men,5000m team,M,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"CAL, FIGUEROA David",ESP,Men,C-1 1000m (canoe single),M,Silver
London,2012,Canoe / Kayak,Canoe / Kayak F,"CRAVIOTTO, RIVERO Saul",ESP,Men,C-1 1000m (canoe single),M,Silver
London,2012,Wrestling,Wrestling Gre-R,"NABI, Heiki",EST,Men,96 - 120kg,M,Silver
London,2012,Basketball,Basketball,"CALDERON, Jose",ESP,Men,basketball,M,Silver
London,2012,Basketball,Basketball,"CLAVER, Victor",ESP,Men,basketball,M,Silver
London,2012,Basketball,Basketball,"FERNANDEZ, Rudy",ESP,Men,basketball,M,Silver
London,2012,Basketball,Basketball,"GASOL, Marc",ESP,Men,basketball,M,Silver
London,2012,Basketball,Basketball,"GASOL, Pau",ESP,Men,basketball,M,Silver
London,2012,Basketball,Basketball,"IBAKA, Serge",ESP,Men,basketball,M,Silver
London,2012,Basketball,Basketball,"LLULL, Sergio",ESP,Men,basketball,M,Silver
London,2012,Basketball,Basketball,"NAVARRO, Juan-Carlos",ESP,Men,basketball,M,Silver
London,2012,Basketball,Basketball,"REYES, Felipe",ESP,Men,basketball,M,Silver
London,2012,Basketball,Basketball,"RODRIGUEZ, Sergio",ESP,Men,basketball,M,Silver
London,2012,Basketball,Basketball,"SADA, Victor",ESP,Men,basketball,M,Silver
London,2012,Basketball,Basketball,"SAN, EMETERIO Fernando",ESP,Men,basketball,M,Silver
London,2012,Aquatics,Swimming,"LUO, Xi",CHN,Women,100m freestyle,W,Silver
London,2012,Aquatics,Water polo,"BACH, PASCUAL Marta",ESP,Women,water polo,W,Silver
London,2012,Aquatics,Water polo,"BLAS, MARTINEZ Andrea",ESP,Women,water polo,W,Silver
London,2012,Aquatics,Water polo,"COPADO, AMOROS Ana",ESP,Women,water polo,W,Silver
London,2012,Aquatics,Water polo,"ESPAR, LLAQUET Anni",ESP,Women,water polo,W,Silver
London,2012,Aquatics,Water polo,"ESTER, RAMOS Laura",ESP,Women,water polo,W,Silver
London,2012,Aquatics,Water polo,"GARCIA, Maica",ESP,Women,water polo,W,Silver
London,2012,Aquatics,Water polo,"LOPEZ, VENTOSA Laura",ESP,Women,water polo,W,Silver
London,2012,Aquatics,Water polo,"MESEGUER, FLAQUE Ona",ESP,Women,water polo,W,Silver
London,2012,Aquatics,Water polo,"MIRANDA, DORADO Lorena",ESP,Women,water polo,W,Silver
London,2012,Aquatics,Water polo,"ORTIZ, REYES Matilde",ESP,Women,water polo,W,Silver
London,2012,Aquatics,Water polo,"PAREJA, Jennifer",ESP,Women,water polo,W,Silver
London,2012,Aquatics,Water polo,"PENA, CARRASCO Pilar",ESP,Women,water polo,W,Silver
London,2012,Aquatics,Water polo,"TARRAGO, AYMERICH Roser",ESP,Women,water polo,W,Silver
London,2012,Cycling,Cycling Track,"COQUARD, Bryan",FRA,Men,12-hour race,M,Silver
London,2012,Cycling,Cycling Track,"D,'ALMEIDA Michael",FRA,Men,Team Sprint,M,Silver
London,2012,Cycling,Cycling Track,"SIREAU, Kevin",FRA,Men,Team Sprint,M,Silver
London,2012,Aquatics,Swimming,"LU, Ying",CHN,Women,100m butterfly,W,Silver
London,2012,Sailing,Sailing,"PETAJA, Tuuli",FIN,Women,RS:X - Windsurfer,W,Silver
London,2012,Tennis,Tennis,"LLODRA, Michael",FRA,Men,doubles,M,Silver
London,2012,Tennis,Tennis,"TSONGA, Jo-Wilfried",FRA,Men,doubles,M,Silver
London,2012,Shooting,Shooting,"GOBERVILLE, Celine",FRA,Women,10m air pistol (40 shots),W,Silver
London,2012,Basketball,Basketball,"BEIKES, Clemence",FRA,Women,basketball,W,Silver
London,2012,Basketball,Basketball,"DIGBEU, Jennifer",FRA,Women,basketball,W,Silver
London,2012,Basketball,Basketball,"DUMERC, Celine",FRA,Women,basketball,W,Silver
London,2012,Basketball,Basketball,"GODIN, Elodie",FRA,Women,basketball,W,Silver
London,2012,Basketball,Basketball,"GRUDA, Sandrine",FRA,Women,basketball,W,Silver
London,2012,Basketball,Basketball,"GOMIS, Emilie",FRA,Women,basketball,W,Silver
London,2012,Basketball,Basketball,"LABORDE, Marion",FRA,Women,basketball,W,Silver
London,2012,Basketball,Basketball,"LAWSON,-WADE Edwige",FRA,Women,basketball,W,Silver
London,2012,Basketball,Basketball,"LEPRON, Florence",FRA,Women,basketball,W,Silver
London,2012,Basketball,Basketball,"MIYEM, Endene",FRA,Women,basketball,W,Silver
London,2012,Basketball,Basketball,"NDONGUE, Emmeline",FRA,Women,basketball,W,Silver
London,2012,Basketball,Basketball,"YACOUBOU, Isabelle",FRA,Women,basketball,W,Silver
London,2012,Rowing,Rowing,"CHARDIN, Germain",FRA,Men,pair-oared shell with coxswain (2+),M,Silver
London,2012,Rowing,Rowing,"MORTELETTE, Dorian",FRA,Men,pair-oared shell with coxswain (2+),M,Silver
London,2012,Taekwondo,Taekwondo,"GRAFFE, Anne-Caroline",FRA,Women,+ 67 kg,W,Silver
London,2012,Wrestling,Wrestling Gre-R,"HIRAOKA, Hiroaki",JPN,Men,- 60kg (featherweight),M,Silver
London,2012,Judo,Judo,"SUGIMOTO, Mika",JPN,Women,+ 78kg (heavyweight),W,Silver
London,2012,Judo,Judo,"NAKAYA, Riki",JPN,Men,66 - 73kg (lightweight),M,Silver
London,2012,Athletics,Athletics,"CALVERT, Schillonie",JAM,Women,4x100m relay,W,Silver
London,2012,Gymnastics,Artistic G.,"TANAKA, Kazuhito",JPN,Men,"team, horizontal bar",M,Silver
London,2012,Gymnastics,Artistic G.,"YAMAMURO, Koji",JPN,Men,"team, horizontal bar",M,Silver
London,2012,Gymnastics,Artistic G.,"TANAKA, Yusuke",JPN,Men,"team, horizontal bar",M,Silver
London,2012,Gymnastics,Artistic G.,"KATO, Ryohei",JPN,Men,"team, horizontal bar",M,Silver
London,2012,Football,Football,"IWABUCHI, Mana",JPN,Women,football,W,Silver
London,2012,Football,Football,"IWASHIMIZU, Azusa",JPN,Women,football,W,Silver
London,2012,Football,Football,"SAKAGUCHI, Mizuho",JPN,Women,football,W,Silver
London,2012,Football,Football,"KAIHORI, Ayumi",JPN,Women,football,W,Silver
London,2012,Football,Football,"KINGA, Yukari",JPN,Women,football,W,Silver
London,2012,Football,Football,"KAWASUMI, Nahomi",JPN,Women,football,W,Silver
London,2012,Football,Football,"TAKASE, Megumi",JPN,Women,football,W,Silver
London,2012,Football,Football,"OHNO, Shinobu",JPN,Women,football,W,Silver
London,2012,Football,Football,"TANAKA, Asuna",JPN,Women,football,W,Silver
London,2012,Football,Football,"SAWA, Homare",JPN,Women,football,W,Silver
London,2012,Football,Football,"MARUYAMA, Karina",JPN,Women,football,W,Silver
London,2012,Football,Football,"YANO, Kyoko",JPN,Women,football,W,Silver
London,2012,Football,Football,"FUKUMOTO, Miho",JPN,Women,football,W,Silver
London,2012,Football,Football,"MIYAMA, Aya",JPN,Women,football,W,Silver
London,2012,Football,Football,"KUMAGAI, Saki",JPN,Women,football,W,Silver
London,2012,Football,Football,"ANDO, Kozue",JPN,Women,football,W,Silver
London,2012,Football,Football,"OGIMI, Yuki",JPN,Women,football,W,Silver
London,2012,Football,Football,"SAMESHIMA, Aya",JPN,Women,football,W,Silver
London,2012,Boxing,Boxing,"RUSSO, Clemente",ITA,Men,+ 91kg (super heavyweight),M,Silver
London,2012,Boxing,Boxing,"CAMMARELLE, Roberto",ITA,Men,+ 91kg (super heavyweight),M,Silver
London,2012,Aquatics,Water polo,"PREMUS, Danijel",ITA,Men,water polo,M,Silver
London,2012,Boxing,Boxing,"NEVIN, John Joe",IRL,Men,47.63 - 52.16kg (bantamweight),M,Silver
London,2012,Sailing,Sailing,"BOUWMEESTER, Marit",NED,Women,Laser Radial - One Person Dinghy,W,Silver
London,2012,Athletics,Athletics,"HENRY,-ROBINSON Samantha",JAM,Women,4x100m relay,W,Silver
